chromosome,neutral_rate,observed_rate,RS
ACmerged_contig_1002,4.42,3.36,1.06
ACmerged_contig_1002,4.42,2.5,1.92
ACmerged_contig_1002,4.42,2.89,1.53
ACmerged_contig_1002,4.42,3.64,0.78
ACmerged_contig_1002,4.42,3.16,1.26
ACmerged_contig_1002,4.42,-1.05,5.47
ACmerged_contig_1002,4.42,-8.84,13.26
ACmerged_contig_1002,4.42,3.5,0.92
ACmerged_contig_1002,4.42,3.34,1.08
ACmerged_contig_1002,4.42,3.5,0.92
ACmerged_contig_1002,4.42,3.29,1.13
ACmerged_contig_1002,4.42,3.68,0.74
ACmerged_contig_1002,4.42,3.15,1.27
ACmerged_contig_1002,4.42,3.66,0.76
ACmerged_contig_1002,4.42,3.5,0.92
ACmerged_contig_1002,4.42,0.364,4.056
ACmerged_contig_1002,4.42,1.13,3.29
ACmerged_contig_1002,4.42,2.91,1.51
ACmerged_contig_1002,4.42,3.5,0.92
ACmerged_contig_1002,4.42,3.16,1.26
ACmerged_contig_1002,4.42,3.39,1.03
ACmerged_contig_1002,4.42,2.24,2.18
ACmerged_contig_1002,4.42,1.74,2.68
ACmerged_contig_1002,4.42,3.5,0.92
ACmerged_contig_1002,4.42,1.08,3.34
ACmerged_contig_1002,4.42,2.56,1.86
ACmerged_contig_1002,4.42,3.36,1.06
ACmerged_contig_1002,4.42,3.31,1.11
ACmerged_contig_1002,4.42,2.22,2.2
ACmerged_contig_1002,4.39,-4,8.39
ACmerged_contig_1002,4.39,-4.47,8.86
ACmerged_contig_1002,4.39,2.21,2.18
ACmerged_contig_1002,4.39,0.886,3.504
ACmerged_contig_1002,4.39,3.3,1.09
ACmerged_contig_1002,4.39,3.25,1.14
ACmerged_contig_1002,4.39,3.12,1.27
ACmerged_contig_1002,4.39,2.53,1.86
ACmerged_contig_1002,4.39,3.17,1.22
ACmerged_contig_1002,4.39,3.33,1.06
ACmerged_contig_1002,4.39,2.22,2.17
ACmerged_contig_1002,4.39,1.18,3.21
ACmerged_contig_1002,4.39,3.17,1.22
ACmerged_contig_1002,4.39,2.5,1.89
ACmerged_contig_1002,4.39,3.64,0.75
ACmerged_contig_1002,4.39,2.88,1.51
ACmerged_contig_1002,4.35,3.29,1.06
ACmerged_contig_1002,4.35,3.42,0.93
ACmerged_contig_1002,4.35,-3.68,8.03
ACmerged_contig_1002,4.35,3.6,0.75
ACmerged_contig_1002,4.35,3.21,1.14
ACmerged_contig_1002,4.35,3.29,1.06
ACmerged_contig_1002,4.35,3.09,1.26
ACmerged_contig_1002,4.35,3.59,0.76
ACmerged_contig_1002,4.35,3.28,1.07
ACmerged_contig_1002,4.35,3.31,1.04
ACmerged_contig_1002,4.35,3.43,0.92
ACmerged_contig_1002,4.35,3.43,0.92
ACmerged_contig_1002,4.35,2.81,1.54
ACmerged_contig_1002,4.33,3.41,0.92
ACmerged_contig_1002,4.3,-0.813,5.113
ACmerged_contig_1002,4.3,-1.91,6.21
ACmerged_contig_1002,4.23,2.96,1.27
ACmerged_contig_1002,4.17,3.11,1.06
ACmerged_contig_1002,4.07,-0.74,4.81
ACmerged_contig_1002,4.05,1.77,2.28
ACmerged_contig_1002,4.05,1.2,2.85
ACmerged_contig_1002,4.05,-3.14,7.19
ACmerged_contig_1002,4.05,0.731,3.319
ACmerged_contig_1002,4.05,1.76,2.29
ACmerged_contig_1002,4.05,-3.07,7.12
ACmerged_contig_1002,4.07,0.76,3.31
ACmerged_contig_1002,4.07,-1.36,5.43
ACmerged_contig_1002,4.07,1.22,2.85
ACmerged_contig_1002,4.07,-1.55,5.62
ACmerged_contig_1002,4.07,2.55,1.52
ACmerged_contig_1002,4.07,-5.35,9.42
ACmerged_contig_1002,4.08,0.768,3.312
ACmerged_contig_1002,4.01,2.74,1.27
ACmerged_contig_1002,4.01,1.43,2.58
ACmerged_contig_1002,4.01,-4.69,8.7
ACmerged_contig_1002,4.01,3.09,0.92
ACmerged_contig_1002,4.01,-3.84,7.85
ACmerged_contig_1002,4.04,2.97,1.07
ACmerged_contig_1002,4,-0.538,4.538
ACmerged_contig_1002,4.04,0.908,3.132
ACmerged_contig_1002,4.05,-1.07,5.12
ACmerged_contig_1002,4.05,1.85,2.2
ACmerged_contig_1002,4,1.62,2.38
ACmerged_contig_1002,4,-0.3,4.3
ACmerged_contig_1002,4,3.25,0.75
ACmerged_contig_1002,4,2.73,1.27
ACmerged_contig_1002,4,-1.14,5.14
ACmerged_contig_1002,4,1.64,2.36
ACmerged_contig_1002,4,1.82,2.18
ACmerged_contig_1002,3.98,0.0865,3.8935
ACmerged_contig_1002,3.98,2.42,1.56
ACmerged_contig_1002,3.94,3.01,0.93
ACmerged_contig_1002,3.94,2.67,1.27
ACmerged_contig_1002,3.94,-1.02,4.96
ACmerged_contig_1002,3.94,2.73,1.21
ACmerged_contig_1002,3.94,2.68,1.26
ACmerged_contig_1002,3.94,2.88,1.06
ACmerged_contig_1002,3.94,2.07,1.87
ACmerged_contig_1002,3.86,2.95,0.91
ACmerged_contig_1002,3.86,-1.04,4.9
ACmerged_contig_1002,3.86,3.04,0.82
ACmerged_contig_1002,3.86,2.56,1.3
ACmerged_contig_1002,3.86,2.81,1.05
ACmerged_contig_1002,3.86,2.65,1.21
ACmerged_contig_1002,3.86,2.8,1.06
ACmerged_contig_1002,3.86,2.21,1.65
ACmerged_contig_1002,3.86,1.97,1.89
ACmerged_contig_1002,3.86,2.79,1.07
ACmerged_contig_1002,3.86,2.8,1.06
ACmerged_contig_1002,3.86,2.8,1.06
ACmerged_contig_1002,3.86,2.8,1.06
ACmerged_contig_1002,3.83,1.9,1.93
ACmerged_contig_1002,3.83,2.56,1.27
ACmerged_contig_1002,3.83,2.56,1.27
ACmerged_contig_1002,3.83,2.14,1.69
ACmerged_contig_1002,3.83,0.953,2.877
ACmerged_contig_1002,3.83,2.57,1.26
ACmerged_contig_1002,3.83,2.57,1.26
ACmerged_contig_1002,3.83,3.05,0.78
ACmerged_contig_1002,3.83,1.68,2.15
ACmerged_contig_1002,3.83,2.57,1.26
ACmerged_contig_1002,3.83,2.57,1.26
ACmerged_contig_1002,3.83,3.07,0.76
ACmerged_contig_1002,3.83,2.76,1.07
ACmerged_contig_1002,3.83,2.76,1.07
ACmerged_contig_1002,3.83,2.56,1.27
ACmerged_contig_1002,3.83,2.9,0.93
ACmerged_contig_1002,3.83,2.75,1.08
ACmerged_contig_1002,3.83,1.4,2.43
ACmerged_contig_1002,3.83,2.56,1.27
ACmerged_contig_1002,3.83,2.56,1.27
ACmerged_contig_1002,3.83,0.809,3.021
ACmerged_contig_1002,3.79,3.05,0.74
ACmerged_contig_1002,3.79,0.0251,3.7649
ACmerged_contig_1002,3.79,1.89,1.9
ACmerged_contig_1002,3.79,1.44,2.35
ACmerged_contig_1002,3.79,1.08,2.71
ACmerged_contig_1002,1.5,-2.99,4.49
ACmerged_contig_1002,1.5,-2.99,4.49
ACmerged_contig_1002,1.5,-0.781,2.281
ACmerged_contig_1002,2.98,0.137,2.843
ACmerged_contig_1002,3.02,2.24,0.78
ACmerged_contig_1002,3.05,1.97,1.08
ACmerged_contig_1002,3.05,1.52,1.53
ACmerged_contig_1002,3.08,1.8,1.28
ACmerged_contig_1002,3.17,2.42,0.75
ACmerged_contig_1002,3.16,2.23,0.93
ACmerged_contig_1002,3.16,-0.903,4.063
ACmerged_contig_1002,3.16,-3.88,7.04
ACmerged_contig_1002,3.16,-0.73,3.89
ACmerged_contig_1002,2.71,-0.542,3.252
ACmerged_contig_1002,2.71,0.843,1.867
ACmerged_contig_1002,2.7,-0.271,2.971
ACmerged_contig_1002,2.71,1.92,0.79
ACmerged_contig_1002,2.71,-0.147,2.857
ACmerged_contig_1002,2.71,-5.43,8.14
ACmerged_contig_1002,2.71,1.97,0.74
ACmerged_contig_1002,2.71,1.46,1.25
ACmerged_contig_1002,2.71,0.167,2.543
ACmerged_contig_1002,2.71,-1.25,3.96
ACmerged_contig_1002,2.71,-0.901,3.611
ACmerged_contig_1002,2.71,1.64,1.07
ACmerged_contig_1002,2.71,1.45,1.26
ACmerged_contig_1002,2.71,-3.55,6.26
ACmerged_contig_1002,2.71,0.828,1.882
ACmerged_contig_1002,2.71,0.845,1.865
ACmerged_contig_1002,2.71,1.65,1.06
ACmerged_contig_1002,2.71,0.856,1.854
ACmerged_contig_1002,2.71,1.65,1.06
ACmerged_contig_1002,2.71,1.79,0.92
ACmerged_contig_1002,2.71,1.79,0.92
ACmerged_contig_1002,2.73,-0.52,3.25
ACmerged_contig_1002,2.73,1.67,1.06
ACmerged_contig_1002,2.73,-1.07,3.8
ACmerged_contig_1002,2.77,-1.22,3.99
ACmerged_contig_1002,2.77,-0.707,3.477
ACmerged_contig_1002,2.77,-0.0507,2.8207
ACmerged_contig_1002,2.85,0.554,2.296
ACmerged_contig_1002,2.87,1.36,1.51
ACmerged_contig_1002,2.87,0.305,2.565
ACmerged_contig_1002,2.87,0.0223,2.8477
ACmerged_contig_1002,2.87,1.62,1.25
ACmerged_contig_1002,2.87,1.81,1.06
ACmerged_contig_1002,2.91,2.16,0.75
ACmerged_contig_1002,2.91,1.4,1.51
ACmerged_contig_1002,2.91,1.02,1.89
ACmerged_contig_1002,2.91,1.85,1.06
ACmerged_contig_1002,2.93,-2.02,4.95
ACmerged_contig_1002,2.93,-0.831,3.761
ACmerged_contig_1002,2.8,0.311,2.489
ACmerged_contig_1002,2.8,1.87,0.93
ACmerged_contig_1002,2.8,0.654,2.146
ACmerged_contig_1002,2.8,0.942,1.858
ACmerged_contig_1002,2.8,1.74,1.06
ACmerged_contig_1002,2.8,1.53,1.27
ACmerged_contig_1002,2.8,-3.18,5.98
ACmerged_contig_1002,2.8,0.202,2.598
ACmerged_contig_1002,2.53,-0.278,2.808
ACmerged_contig_1002,2.52,1.26,1.26
ACmerged_contig_1002,2.48,0.35,2.13
ACmerged_contig_1002,2.5,1.44,1.06
ACmerged_contig_1002,0.905,-0.191,1.096
ACmerged_contig_1002,2.6,0.311,2.289
ACmerged_contig_1002,2.6,-1.29,3.89
ACmerged_contig_1002,2.59,-2.21,4.8
ACmerged_contig_1002,2.6,1.85,0.75
ACmerged_contig_1002,2.6,1.53,1.07
ACmerged_contig_1002,2.6,1.54,1.06
ACmerged_contig_1002,2.77,2.03,0.74
ACmerged_contig_1002,2.77,1.71,1.06
ACmerged_contig_1002,2.77,2.03,0.74
ACmerged_contig_1002,2.72,1.98,0.74
ACmerged_contig_1002,2.72,1.67,1.05
ACmerged_contig_1002,2.72,-2.32,5.04
ACmerged_contig_1002,2.74,0.41,2.33
ACmerged_contig_1002,2.74,1.68,1.06
ACmerged_contig_1002,2.74,-4.46,7.2
ACmerged_contig_1002,2.76,-0.109,2.869
ACmerged_contig_1002,2.76,-0.0419,2.8019
ACmerged_contig_1002,2.97,0.563,2.407
ACmerged_contig_1002,2.98,1.72,1.26
ACmerged_contig_1002,2.98,-0.873,3.853
ACmerged_contig_1002,2.98,-2.64,5.62
ACmerged_contig_1002,3.01,1.15,1.86
ACmerged_contig_1002,3.01,0.461,2.549
ACmerged_contig_1002,3.01,-3.9,6.91
ACmerged_contig_1002,3.06,-1.7,4.76
ACmerged_contig_1002,3.06,1.8,1.26
ACmerged_contig_1002,3.06,0.231,2.829
ACmerged_contig_1002,3.06,0.903,2.157
ACmerged_contig_1002,3.06,1.8,1.26
ACmerged_contig_1002,3.06,0.914,2.146
ACmerged_contig_1002,3.06,-2.15,5.21
ACmerged_contig_1002,3.06,0.911,2.149
ACmerged_contig_1002,3.06,1.2,1.86
ACmerged_contig_1002,3.06,-0.706,3.766
ACmerged_contig_1002,3.06,-1.72,4.78
ACmerged_contig_1002,3.06,-3.63,6.69
ACmerged_contig_1002,3.06,1.2,1.86
ACmerged_contig_1002,3.06,0.00239,3.05761
ACmerged_contig_1002,3.06,0.686,2.374
ACmerged_contig_1002,3.06,0.505,2.555
ACmerged_contig_1002,3.06,1.19,1.87
ACmerged_contig_1002,3.06,0.911,2.149
ACmerged_contig_1002,3.06,2,1.06
ACmerged_contig_1002,3.06,1.56,1.5
ACmerged_contig_1002,3.06,1.21,1.85
ACmerged_contig_1002,3.05,-0.807,3.857
ACmerged_contig_1002,3.05,1.79,1.26
ACmerged_contig_1002,3.05,1.55,1.5
ACmerged_contig_1002,3.05,1.98,1.07
ACmerged_contig_1002,3.05,1.99,1.06
ACmerged_contig_1002,2.87,1.93,0.94
ACmerged_contig_1002,2.87,1.62,1.25
ACmerged_contig_1002,2.87,1.62,1.25
ACmerged_contig_1002,2.87,1.81,1.06
ACmerged_contig_1002,2.87,1.36,1.51
ACmerged_contig_1002,2.87,0.303,2.567
ACmerged_contig_1002,2.82,1.57,1.25
ACmerged_contig_1002,2.82,-5.64,8.46
ACmerged_contig_1002,2.82,1.56,1.26
ACmerged_contig_1002,2.82,1.32,1.5
ACmerged_contig_1002,2.82,1.56,1.26
ACmerged_contig_1002,2.8,1.73,1.07
ACmerged_contig_1002,2.73,1.48,1.25
ACmerged_contig_1002,2.73,0.861,1.869
ACmerged_contig_1002,2.73,1.47,1.26
ACmerged_contig_1002,2.73,1.23,1.5
ACmerged_contig_1002,2.73,-0.105,2.835
ACmerged_contig_1002,2.73,-5.45,8.18
ACmerged_contig_1002,2.73,0.6,2.13
ACmerged_contig_1002,2.73,1.8,0.93
ACmerged_contig_1002,2.73,1.97,0.76
ACmerged_contig_1002,2.73,0.603,2.127
ACmerged_contig_1002,2.73,-5.45,8.18
ACmerged_contig_1002,2.71,-3.24,5.95
ACmerged_contig_1002,2.6,0.456,2.144
ACmerged_contig_1002,2.66,-2.73,5.39
ACmerged_contig_1002,2.66,-0.487,3.147
ACmerged_contig_1002,2.66,1.91,0.75
ACmerged_contig_1002,1.66,-2.56,4.22
ACmerged_contig_1002,1.58,-2.54,4.12
ACmerged_contig_1002,2.61,0.047,2.563
ACmerged_contig_1002,2.63,1.89,0.74
ACmerged_contig_1002,2.66,-3.86,6.52
ACmerged_contig_1002,2.66,-1.65,4.31
ACmerged_contig_1002,2.66,0.806,1.854
ACmerged_contig_1002,2.66,1.41,1.25
ACmerged_contig_1002,2.66,1.12,1.54
ACmerged_contig_1002,2.66,-2.91,5.57
ACmerged_contig_1002,2.66,1.11,1.55
ACmerged_contig_1002,2.66,1.41,1.25
ACmerged_contig_1002,2.66,1.74,0.92
ACmerged_contig_1002,2.66,-2.5,5.16
ACmerged_contig_1002,2.66,1.41,1.25
ACmerged_contig_1002,2.66,1.75,0.91
ACmerged_contig_1002,2.66,0.188,2.472
ACmerged_contig_1002,2.51,-0.994,3.504
ACmerged_contig_1002,1.06,-0.091,1.151
ACmerged_contig_1002,1.06,-0.25,1.31
ACmerged_contig_1002,0.993,-1.58,2.573
ACmerged_contig_1002,0.55,-0.844,1.394
ACmerged_contig_1002,0.55,-0.844,1.394
ACmerged_contig_1002,0.704,-0.599,1.303
ACmerged_contig_1002,0.728,-0.626,1.354
ACmerged_contig_1002,0.61,-1.22,1.83
ACmerged_contig_1002,0.61,-1.22,1.83
ACmerged_contig_1002,0.544,-0.883,1.427
ACmerged_contig_1002,0.938,-0.165,1.103
ACmerged_contig_1002,0.938,-0.165,1.103
ACmerged_contig_1002,0.61,-0.496,1.106
ACmerged_contig_1002,0.938,0.165,0.773
ACmerged_contig_1002,0.938,-0.133,1.071
ACmerged_contig_1002,1.75,-0.218,1.968
ACmerged_contig_1002,1.85,0.13,1.72
ACmerged_contig_1002,1.85,-3.69,5.54
ACmerged_contig_1002,1.85,-3.69,5.54
ACmerged_contig_1002,1.06,-0.526,1.586
ACmerged_contig_1002,1.06,-0.251,1.311
ACmerged_contig_1002,1.06,-0.912,1.972
ACmerged_contig_1002,1.09,-0.22,1.31
ACmerged_contig_1002,1.09,-1.59,2.68
ACmerged_contig_1002,1.09,0.16,0.93
ACmerged_contig_1002,1.09,0.0175,1.0725
ACmerged_contig_1002,1.09,0.138,0.952
ACmerged_contig_1002,1.09,0.0107,1.0793
ACmerged_contig_1002,0.89,-1.78,2.67
ACmerged_contig_1002,0.89,0.125,0.765
ACmerged_contig_1002,0.89,-0.406,1.296
ACmerged_contig_1002,1.67,-0.467,2.137
ACmerged_contig_1002,1.67,-3.12,4.79
ACmerged_contig_1002,1.67,-0.474,2.144
ACmerged_contig_1002,1.67,-0.353,2.023
ACmerged_contig_1002,1.67,0.749,0.921
ACmerged_contig_1002,1.67,-1.35,3.02
ACmerged_contig_1002,1.67,-2.73,4.4
ACmerged_contig_1002,0.94,-0.141,1.081
ACmerged_contig_1002,0.94,-1.88,2.82
ACmerged_contig_1002,0.981,-1.96,2.941
ACmerged_contig_1002,0.981,-1.96,2.941
ACmerged_contig_1002,0.981,-1.96,2.941
ACmerged_contig_1002,2.96,-5.93,8.89
ACmerged_contig_1002,2.96,-5.93,8.89
ACmerged_contig_1002,2.96,-5.93,8.89
ACmerged_contig_1002,3.16,-2.46,5.62
ACmerged_contig_1002,3.16,1.9,1.26
ACmerged_contig_1002,3.16,-6.32,9.48
ACmerged_contig_1002,3.79,0.944,2.846
ACmerged_contig_1002,3.79,1.48,2.31
ACmerged_contig_1002,3.79,-7.58,11.37
ACmerged_contig_1002,3.83,-7.66,11.49
ACmerged_contig_1002,3.83,-7.66,11.49
ACmerged_contig_1002,3.83,-7.66,11.49
ACmerged_contig_1002,3.7,2.55,1.15
ACmerged_contig_1002,3.7,2.55,1.15
ACmerged_contig_1002,3.7,-7.41,11.11
ACmerged_contig_1002,3.68,-7.35,11.03
ACmerged_contig_1002,3.68,-7.35,11.03
ACmerged_contig_1002,3.68,-7.35,11.03
ACmerged_contig_1002,3.13,-6.26,9.39
ACmerged_contig_1002,3.13,-6.26,9.39
ACmerged_contig_1002,3.13,-6.26,9.39
ACmerged_contig_1002,3.12,0.971,2.149
ACmerged_contig_1002,3.12,-6.23,9.35
ACmerged_contig_1002,3.1,-0.142,3.242
ACmerged_contig_1002,3.1,-6.2,9.3
ACmerged_contig_1002,1.45,-2.89,4.34
ACmerged_contig_1002,1.45,-2.89,4.34
ACmerged_contig_1002,1.45,-2.89,4.34
ACmerged_contig_10030,0.85,-0.113,0.963
ACmerged_contig_10030,0.85,-0.113,0.963
ACmerged_contig_10030,0.85,-0.355,1.205
ACmerged_contig_10030,0.962,-1,1.962
ACmerged_contig_10030,0.962,-0.0309,0.9929
ACmerged_contig_10030,0.979,-0.182,1.161
ACmerged_contig_10030,0.992,-1.98,2.972
ACmerged_contig_10030,0.992,-1.22,2.212
ACmerged_contig_10030,0.992,-1.26,2.252
ACmerged_contig_10030,1.31,-2.63,3.94
ACmerged_contig_10030,1.31,-2.63,3.94
ACmerged_contig_10030,1.31,-1.12,2.43
ACmerged_contig_10030,1.31,-2.63,3.94
ACmerged_contig_10030,1.31,-1.13,2.44
ACmerged_contig_10030,1.31,-2.32,3.63
ACmerged_contig_10030,1.31,-1.84,3.15
ACmerged_contig_10030,1.31,-2.23,3.54
ACmerged_contig_10030,1.31,-2.63,3.94
ACmerged_contig_10030,1.31,-2.63,3.94
ACmerged_contig_10030,1.31,-2.63,3.94
ACmerged_contig_10030,1.31,0.189,1.121
ACmerged_contig_10030,1.31,-2.63,3.94
ACmerged_contig_10030,1.25,0.233,1.017
ACmerged_contig_10030,1.25,-2.2,3.45
ACmerged_contig_10030,1.25,-2.51,3.76
ACmerged_contig_10030,1.36,-2.11,3.47
ACmerged_contig_10030,1.36,-2.71,4.07
ACmerged_contig_10030,1.36,-2.71,4.07
ACmerged_contig_10030,2.86,-2.91,5.77
ACmerged_contig_10030,2.86,-4.72,7.58
ACmerged_contig_10030,2.86,-2.07,4.93
ACmerged_contig_10030,3.05,-0.777,3.827
ACmerged_contig_10030,3.05,-6.09,9.14
ACmerged_contig_10030,3.05,-1.09,4.14
ACmerged_contig_10030,3.21,0.926,2.284
ACmerged_contig_10030,3.21,2.08,1.13
ACmerged_contig_10030,3.21,1.24,1.97
ACmerged_contig_10030,3.31,1.03,2.28
ACmerged_contig_10030,3.31,-0.195,3.505
ACmerged_contig_10030,3.31,-0.179,3.489
ACmerged_contig_10030,3.35,2.23,1.12
ACmerged_contig_10030,3.35,2.23,1.12
ACmerged_contig_10030,3.35,-1.33,4.68
ACmerged_contig_10030,3.35,-0.142,3.492
ACmerged_contig_10030,3.35,0.571,2.779
ACmerged_contig_10030,3.35,2.2,1.15
ACmerged_contig_10030,3.35,2.37,0.98
ACmerged_contig_10030,3.35,1.35,2
ACmerged_contig_10030,3.35,0.532,2.818
ACmerged_contig_10030,3.35,1.1,2.25
ACmerged_contig_10030,3.35,-0.195,3.545
ACmerged_contig_10030,3.35,-1.29,4.64
ACmerged_contig_10030,3.35,-3.38,6.73
ACmerged_contig_10030,3.35,0.509,2.841
ACmerged_contig_10030,3.38,2.33,1.05
ACmerged_contig_10030,3.38,2.4,0.98
ACmerged_contig_10030,3.47,1.37,2.1
ACmerged_contig_10030,3.47,1.52,1.95
ACmerged_contig_10030,3.47,0.259,3.211
ACmerged_contig_10030,1.57,-0.739,2.309
ACmerged_contig_10030,1.57,-0.911,2.481
ACmerged_contig_10030,1.57,-1.29,2.86
ACmerged_contig_10030,1.57,0.658,0.912
ACmerged_contig_10030,1.57,0.425,1.145
ACmerged_contig_10030,1.57,-0.608,2.178
ACmerged_contig_10030,1.55,-0.351,1.901
ACmerged_contig_10030,1.55,0.378,1.172
ACmerged_contig_10030,1.55,0.36,1.19
ACmerged_contig_10030,1.66,0.628,1.032
ACmerged_contig_10030,1.66,-1,2.66
ACmerged_contig_10030,1.66,0.618,1.042
ACmerged_contig_10030,1.67,-0.767,2.437
ACmerged_contig_10030,1.57,0.531,1.039
ACmerged_contig_10030,1.57,-0.966,2.536
ACmerged_contig_10030,2.29,1.29,1
ACmerged_contig_10030,2.14,-3.21,5.35
ACmerged_contig_10030,2.13,0.012,2.118
ACmerged_contig_10030,2.29,-0.0355,2.3255
ACmerged_contig_10030,2.29,1.29,1
ACmerged_contig_10030,2.29,1.22,1.07
ACmerged_contig_10030,2.28,1.28,1
ACmerged_contig_10030,2.28,0.029,2.251
ACmerged_contig_10030,2.28,-1.11,3.39
ACmerged_contig_10030,2.31,-2.66,4.97
ACmerged_contig_10030,2.2,-2.83,5.03
ACmerged_contig_10030,2.15,-0.281,2.431
ACmerged_contig_10030,2.31,-3.73,6.04
ACmerged_contig_10030,2.31,-1.05,3.36
ACmerged_contig_10030,2.27,-1.81,4.08
ACmerged_contig_10030,4.06,-8.12,12.18
ACmerged_contig_10030,4.06,-8.12,12.18
ACmerged_contig_10030,4.06,-8.12,12.18
ACmerged_contig_10030,4.13,0.516,3.614
ACmerged_contig_10030,4.13,1.8,2.33
ACmerged_contig_10030,4.13,-1.59,5.72
ACmerged_contig_10030,4.13,0.785,3.345
ACmerged_contig_10030,4.13,3.14,0.99
ACmerged_contig_10030,4.13,3.07,1.06
ACmerged_contig_10030,4.13,3.15,0.98
ACmerged_contig_10030,4.13,3.24,0.89
ACmerged_contig_10030,4.13,2.33,1.8
ACmerged_contig_10030,4.13,0.856,3.274
ACmerged_contig_10030,4.17,2.05,2.12
ACmerged_contig_10030,4.17,3.04,1.13
ACmerged_contig_10030,4.17,2.36,1.81
ACmerged_contig_10030,4.17,3.03,1.14
ACmerged_contig_10030,4.17,3.28,0.89
ACmerged_contig_10030,4.17,-0.526,4.696
ACmerged_contig_10030,4.17,2.03,2.14
ACmerged_contig_10030,4.18,3.27,0.91
ACmerged_contig_10030,4.18,2.19,1.99
ACmerged_contig_10030,4.18,3.04,1.14
ACmerged_contig_10030,4.18,-0.593,4.773
ACmerged_contig_10030,4.18,0.85,3.33
ACmerged_contig_10030,4.18,-3.29,7.47
ACmerged_contig_10030,4.13,3,1.13
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,2.17,2.01
ACmerged_contig_10030,4.18,1.92,2.26
ACmerged_contig_10030,4.18,1.19,2.99
ACmerged_contig_10030,4.18,0.958,3.222
ACmerged_contig_10030,4.18,3.06,1.12
ACmerged_contig_10030,4.18,3.12,1.06
ACmerged_contig_10030,4.18,3.06,1.12
ACmerged_contig_10030,4.18,1.92,2.26
ACmerged_contig_10030,4.18,3.05,1.13
ACmerged_contig_10030,4.18,1.87,2.31
ACmerged_contig_10030,4.18,-8.36,12.54
ACmerged_contig_10030,4.18,3.27,0.91
ACmerged_contig_10030,4.18,2.21,1.97
ACmerged_contig_10030,4.18,3.29,0.89
ACmerged_contig_10030,4.18,2.02,2.16
ACmerged_contig_10030,4.18,3.12,1.06
ACmerged_contig_10030,4.18,3.29,0.89
ACmerged_contig_10030,4.18,-1.88,6.06
ACmerged_contig_10030,4.18,3.05,1.13
ACmerged_contig_10030,4.18,-0.00761,4.18761
ACmerged_contig_10030,4.18,2.2,1.98
ACmerged_contig_10030,4.18,3.06,1.12
ACmerged_contig_10030,4.18,-0.069,4.249
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,3.21,0.97
ACmerged_contig_10030,4.18,3.03,1.15
ACmerged_contig_10030,4.18,-8.36,12.54
ACmerged_contig_10030,4.18,1.89,2.29
ACmerged_contig_10030,4.18,2.31,1.87
ACmerged_contig_10030,4.18,3.29,0.89
ACmerged_contig_10030,4.18,3.29,0.89
ACmerged_contig_10030,4.18,1.27,2.91
ACmerged_contig_10030,4.18,-1.89,6.07
ACmerged_contig_10030,4.18,-8.36,12.54
ACmerged_contig_10030,4.18,1.76,2.42
ACmerged_contig_10030,4.18,0.704,3.476
ACmerged_contig_10030,4.18,3.19,0.99
ACmerged_contig_10030,4.18,3.2,0.98
ACmerged_contig_10030,4.18,2.16,2.02
ACmerged_contig_10030,4.18,3.29,0.89
ACmerged_contig_10030,4.18,3.21,0.97
ACmerged_contig_10030,4.18,3.19,0.99
ACmerged_contig_10030,4.18,3.04,1.14
ACmerged_contig_10030,4.18,0.43,3.75
ACmerged_contig_10030,4.18,-8.36,12.54
ACmerged_contig_10030,4.18,0.961,3.219
ACmerged_contig_10030,4.18,3.28,0.9
ACmerged_contig_10030,4.07,2.95,1.12
ACmerged_contig_10030,4.18,2.06,2.12
ACmerged_contig_10030,4.18,0.431,3.749
ACmerged_contig_10030,4.18,-8.36,12.54
ACmerged_contig_10030,4.18,3.05,1.13
ACmerged_contig_10030,4.18,0.867,3.313
ACmerged_contig_10030,4.18,3.05,1.13
ACmerged_contig_10030,4.18,1.11,3.07
ACmerged_contig_10030,4.18,2.34,1.84
ACmerged_contig_10030,4.18,1.84,2.34
ACmerged_contig_10030,4.18,-8.36,12.54
ACmerged_contig_10030,4.18,3.29,0.89
ACmerged_contig_10030,4.18,2.19,1.99
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,1.88,2.3
ACmerged_contig_10030,4.18,3.06,1.12
ACmerged_contig_10030,4.18,3.21,0.97
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,3.05,1.13
ACmerged_contig_10030,4.18,0.757,3.423
ACmerged_contig_10030,4.18,-0.719,4.899
ACmerged_contig_10030,4.18,3.21,0.97
ACmerged_contig_10030,4.18,-8.36,12.54
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,2.06,2.12
ACmerged_contig_10030,4.18,3.14,1.04
ACmerged_contig_10030,4.18,3.14,1.04
ACmerged_contig_10030,4.18,2.9,1.28
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,1.52,2.66
ACmerged_contig_10030,4.18,3.04,1.14
ACmerged_contig_10030,4.18,-2.95,7.13
ACmerged_contig_10030,4.18,2.34,1.84
ACmerged_contig_10030,4.18,2.37,1.81
ACmerged_contig_10030,4.18,-1.18,5.36
ACmerged_contig_10030,4.18,2.38,1.8
